10.9,22.44,8.9,48.94,82.9,45.94,84.9,22.44,CQC
0.4,144.44,8.9,201.94,51.9,119.94,36.4,110.44,客栈
103.4,44.44,120.4,68.94,188.4,5.94,138.9,0.44,机械
272.4,39.94,289.9,63.94,355.4,2.44,310.4,2.44,机械
194.4,117.44,212.4,143.44,230.4,125.94,209.9,107.44,###
443.9,27.44,461.4,59.44,518.4,0.44,475.4,4.44,机械
102.4,209.99,120.9,232.99,149.4,209.49,127.4,202.49,机
135.9,231.99,136.9,241.49,191.4,242.49,191.4,232.99,###
3.9,309.61,2.9,362.61,69.9,296.61,40.9,267.61,客栈
104.4,376.11,121.9,403.11,233.9,295.61,199.4,277.61,机械客栈
270.9,215.49,291.9,235.49,400.4,127.99,371.4,104.49,机械客栈
442.4,209.49,460.4,237.99,538.4,160.49,516.9,129.49,机械客
535.4,116.49,539.4,138.49,547.4,141.49,547.4,110.99,###
364.9,292.16,380.4,311.66,402.9,292.16,391.9,278.16,###
274.4,376.16,300.9,399.16,344.4,357.66,319.4,335.16,机械
441.4,378.66,464.4,399.16,538.9,327.66,515.9,297.66,机械客
533.4,276.16,536.4,306.66,550.4,308.66,547.4,274.16,###
521.4,452.66,547.4,473.66,550.4,452.66,540.9,441.16,###
435.9,553.16,477.9,547.66,512.9,520.66,482.4,489.66,机械
270.4,548.66,312.9,553.66,402.4,466.66,377.9,441.16,机械客栈
92.9,548.66,147.4,548.66,229.9,464.16,198.9,441.16,机械客栈
0.4,485.16,-2.6,546.16,62.4,467.16,46.9,449.16,客栈
67.9,267.16,61.9,299.16,437.4,299.16,442.4,262.16,销售直线：0576-86746975
131.39,175.9,131.39,184.15,137.89,184.15,138.37,176.55,###
139.27,153.72,134.52,156.47,159.99,178.65,163.47,175.17,###
126.54,169.02,124.34,172.7,127.37,173.8,132.39,170.77,1
121.32,159.4,121.32,165.72,127.09,164.72,126.82,159.12,2
124.34,147.95,120.49,154.45,126.89,155.55,129.92,149.32,3
124.34,140.7,125.34,146.47,130.67,146.47,131.67,139.7,4
131.29,130.62,131.29,136.12,136.79,137.12,135.79,131.62,5
142.57,124.47,138.99,128.32,140.02,131.72,147.52,127.05,6
146.07,124.2,148.17,128.05,154.32,126.4,154.67,121.55,7
159.54,121.27,158.07,126.67,162.02,128.05,165.32,122.55,8
172.82,123.47,168.07,129.42,173.57,129.8,178.04,125.12,9
182.72,128.7,176.59,134.47,182.17,136.67,184.29,132.72,0
188.32,138.32,184.57,143.27,189.04,144.37,190.62,140.52,1
193.17,147.85,188.32,153.07,193.72,155.92,194.74,151.15,2
192.34,156.78,187.49,161.18,192.17,164.75,197.57,159.53,3
186.77,167.95,184.84,173.73,191.79,173.73,192.99,168.6,4
180.99,174.93,179.24,180.43,182.64,183.35,189.04,178.4,5
173.29,180.98,170.27,186.75,176.67,187.85,178.79,183.9,6
160.37,186.75,162.47,192.15,166.97,189.23,166.32,185.65,7
151.09,184.28,150.09,191.33,158.52,190.33,158.52,185.28,8
142.57,182.53,141.57,189.68,145.52,188.68,146.52,182.53,9
