201.4,215.4,203.4,236.27,225.27,235.27,221.27,215.4,蘋
234.0,216.4,234.0,239.33,256.67,236.33,253.67,216.4,果
271.6,216.4,271.6,240.4,285.73,239.4,286.73,216.4,牌
281.8,195.07,282.8,209.07,294.73,211.07,295.73,192.07,?
211.47,243.6,211.47,256.4,224.73,256.4,223.73,242.6,防
249.73,241.67,248.73,256.0,256.93,255.0,259.93,242.67,必
266.4,244.67,268.4,256.47,274.53,257.47,274.53,243.67,究
232.2,241.6,232.2,254.4,240.27,255.4,239.27,241.6,冒
90.33,263.4,102.73,331.53,350.33,333.53,354.07,275.33,保鲜自封袋
118.2,341.13,119.2,361.07,333.4,361.07,333.93,341.73,（台商独资·质量保证）
110.53,397.27,110.53,454.8,138.27,455.8,134.27,397.27,0
138.27,403.93,140.27,452.2,190.53,455.2,198.53,404.93,号
292.47,405.8,294.47,439.93,323.0,437.93,326.0,404.8,s
287.07,452.13,287.07,462.33,321.47,458.2,324.0,450.53,生产许可
90.33,491.6,90.33,515.2,333.07,514.07,336.93,484.33,60mmX40mm
176.67,530.07,170.67,562.6,276.93,563.6,276.93,528.07,100个
110.73,610.13,113.73,628.13,318.67,627.13,316.67,609.13,###
114.8,586.67,110.8,603.13,312.33,602.13,311.33,586.67,###
436.67,141.53,367.93,221.8,478.73,227.87,475.73,140.93,12
