71.9,18.71,76.9,58.93,230.68,59.93,227.68,22.71,全国发货
275.68,18.6,266.68,59.71,419.01,56.71,425.01,15.6,质量稳定
57.9,222.71,53.9,271.93,257.34,269.93,249.34,225.71,物美纸箱
272.46,221.71,272.46,272.49,412.68,275.49,409.68,221.71,老字号
337.23,366.46,341.12,379.57,431.68,323.46,421.9,309.8,###
142.23,329.57,139.57,337.46,193.23,368.46,196.12,351.35,###
43.9,373.24,48.9,465.46,107.79,460.46,113.79,371.24,6
125.57,414.46,119.57,470.02,173.23,465.02,172.23,411.46,号
327.01,375.8,334.01,413.13,406.57,411.13,407.57,378.8,五层
252.68,433.69,255.68,467.02,480.34,464.02,487.34,429.69,260*150*180
