74.21,243.23,89.32,317.49,268.63,285.03,255.52,220.33,开心
267.86,223.78,268.3,264.69,533.43,223.11,534.99,181.87,HAPPYGO！
78.21,358.17,84.87,434.77,166.47,419.43,163.92,337.84,购
165.81,317.93,177.81,422.1,286.76,412.87,304.2,288.14,购
310.66,263.91,320.77,413.31,472.73,384.97,464.29,234.68,购
510.42,244.67,511.86,354.29,592.25,341.95,591.13,216.67,！！！
121.01,535.16,123.01,588.29,542.55,589.29,548.55,536.16,2012女装部分款
148.01,590.3,129.34,822.52,532.33,834.52,529.88,608.63,7折
263.41,852.98,264.41,894.11,399.26,896.11,408.26,848.98,特价款
122.9,905.45,119.78,946.25,548.44,946.25,545.88,902.12,一件5折，两件4.5折
