378,250,680,245,682,348,380,353
310,601,677,597,678,620,310,624
312,369,682,371,682,428,311,425
391,164,730,166,729,182,391,180
124,462,191,453,194,479,127,487
251,191,355,192,354,224,251,224
619,545,743,546,743,564,619,564
456,190,588,189,588,203,456,204
79,445,125,457,117,487,71,475
487,544,593,545,593,566,487,565
386,189,460,190,460,204,386,204
456,450,557,450,557,465,456,465
139,349,211,343,216,398,143,404
689,449,750,449,750,465,689,464
548,449,680,449,679,466,548,465
69,338,138,335,141,402,71,404
666,368,745,368,745,422,666,422
696,203,741,203,741,220,696,220
