85,33,394,34,393,87,84,87
97,101,296,102,295,135,97,134
311,135,415,136,415,160,311,159
327,159,400,164,397,227,323,222
90,443,229,441,229,458,90,459
327,250,395,251,395,267,327,266
94,478,238,479,238,495,94,494
294,11,395,12,395,25,294,25
92,431,191,427,191,440,92,445
315,221,368,221,367,248,314,247
281,480,395,480,395,494,281,494
122,404,203,402,203,417,122,419
91,462,213,460,213,475,91,476
88,11,205,11,206,24,88,24
139,375,190,375,189,391,139,391
299,428,348,384,357,394,308,437
86,405,116,405,116,420,86,420
391,475,416,474,417,491,392,492
89,364,111,364,111,392,89,392
