74.21,243.23,255.52,220.33,268.63,285.03,89.32,317.49,开心
267.86,223.78,534.99,181.87,533.43,223.11,268.30,264.69,HAPPYGO！
78.21,358.17,163.92,337.84,166.47,419.43,84.87,434.77,购
165.81,317.93,304.20,288.14,286.76,412.87,177.81,422.10,购
310.66,263.91,464.29,234.68,472.73,384.97,320.77,413.31,购
510.42,244.67,591.13,216.67,592.25,341.95,511.86,354.29,！！！
121.01,535.16,548.55,536.16,542.55,589.29,123.01,588.29,2012女装部分款
148.01,590.30,529.88,608.63,532.33,834.52,129.34,822.52,7折
263.41,852.98,408.26,848.98,399.26,896.11,264.41,894.11,特价款
122.90,905.45,545.88,902.12,548.44,946.25,119.78,946.25,一件5折，两件4.5折
