201.40,215.40,221.27,215.40,225.27,235.27,203.40,236.27,蘋
234.00,216.40,253.67,216.40,256.67,236.33,234.00,239.33,果
271.60,216.40,286.73,216.40,285.73,239.40,271.60,240.40,牌
281.80,195.07,295.73,192.07,294.73,211.07,282.80,209.07,?
211.47,243.60,223.73,242.60,224.73,256.40,211.47,256.40,防
249.73,241.67,259.93,242.67,256.93,255.00,248.73,256.00,必
266.40,244.67,274.53,243.67,274.53,257.47,268.40,256.47,究
232.20,241.60,239.27,241.60,240.27,255.40,232.20,254.40,冒
90.33,263.40,354.07,275.33,350.33,333.53,102.73,331.53,保鲜自封袋
118.20,341.13,333.93,341.73,333.40,361.07,119.20,361.07,（台商独资·质量保证）
110.53,397.27,134.27,397.27,138.27,455.80,110.53,454.80,0
138.27,403.93,198.53,404.93,190.53,455.20,140.27,452.20,号
292.47,405.80,326.00,404.80,323.00,437.93,294.47,439.93,s
287.07,452.13,324.00,450.53,321.47,458.20,287.07,462.33,生产许可
90.33,491.60,336.93,484.33,333.07,514.07,90.33,515.20,60mmX40mm
176.67,530.07,276.93,528.07,276.93,563.60,170.67,562.60,100个
110.73,610.13,316.67,609.13,318.67,627.13,113.73,628.13,###
114.80,586.67,311.33,586.67,312.33,602.13,110.80,603.13,###
436.67,141.53,475.73,140.93,478.73,227.87,367.93,221.80,12
