145.36,350.36,243.63,352.41,240.48,369.72,148.42,373.42,BREAD
141.59,313.16,168.57,310.51,172.60,323.43,139.59,321.43,MAYO
11.40,241.09,49.37,239.45,49.98,247.28,10.40,248.28,created
53.53,237.84,66.85,238.84,65.85,247.69,54.53,247.69,by
70.78,238.04,122.28,239.04,122.28,248.49,70.78,248.49,JamesaDear
32.17,199.84,111.37,196.91,112.01,214.39,34.63,220.73,LUNCH
45.26,162.28,95.99,165.28,98.61,187.31,48.29,194.24,BIG
31.76,141.05,103.97,137.17,102.62,160.94,36.81,160.82,PETE'S
26.16,76.06,121.07,79.13,121.33,116.04,30.60,119.30,Pete
123.18,83.74,162.07,83.33,157.71,97.68,128.62,105.69,the
160.41,73.71,239.72,75.91,242.72,119.66,164.56,112.60,Cat
48.93,39.23,171.01,32.40,174.22,51.35,43.08,58.95,ICanRead!
195.63,21.39,215.73,21.39,216.73,32.89,197.63,35.89,My
193.75,34.50,218.02,35.50,218.02,43.34,192.75,43.34,First
193.78,47.42,218.02,47.42,218.02,55.22,190.70,53.37,###
191.75,15.61,212.88,12.32,218.81,21.33,194.60,20.13,###
