134.33,473.26,524.39,475.26,514.39,522.01,132.33,523.01,振鑫电子配件店
237.96,210.62,280.08,203.62,288.08,250.93,238.96,245.93,?
146.96,244.30,226.02,244.30,228.02,293.12,150.96,286.12,PJ
147.54,426.43,218.18,423.07,225.32,448.93,153.75,454.29,CQC
132.33,333.99,321.33,324.55,318.52,364.30,128.39,376.49,450V.AC
326.39,221.62,486.77,222.62,485.77,271.49,324.39,270.49,CBB61
308.33,275.18,488.46,273.18,487.46,317.37,309.33,314.37,4μF±5%
357.21,323.62,530.52,318.12,530.39,350.80,364.02,362.43,50/60Hz
282.46,377.24,480.77,367.99,483.89,403.55,280.33,408.12,40/70/21
246.58,417.55,443.71,408.64,449.27,437.64,246.58,448.43,CQC050060
371.46,446.62,443.64,446.62,443.64,478.30,372.46,483.30,2013
447.27,410.51,462.21,412.51,460.21,443.32,448.27,442.32,###
466.02,439.76,464.02,402.95,543.89,405.95,537.89,435.76,3438
