27.67,156.33,46.67,156.33,51.67,178.67,25.67,178.67,桔
78.67,151.22,128.44,150.22,133.44,174.67,78.78,174.22,玫红
131.78,134.56,208.44,139.89,210.33,163.44,137.44,162.56,深玫红
220.78,140.00,275.44,142.00,272.44,163.11,219.44,164.67,砖红
290.78,156.33,344.44,157.11,340.33,177.22,291.78,177.22,大红
29.89,277.44,45.78,276.00,48.78,298.11,31.11,298.11,白
105.00,262.33,157.56,262.33,157.56,285.89,109.00,284.89,墨绿
163.89,287.44,219.44,283.44,219.44,310.56,163.89,307.56,深绿
232.44,274.44,284.22,275.44,284.22,298.44,234.44,297.44,浅绿
333.44,276.33,355.00,273.33,356.00,296.44,329.44,296.44,黑
